prestamo_id,fecha_originacion,segmento,monto,plazo_meses,score_crediticio,ingreso_anual,dti,tasa_interes,default,perdida_dado_default
700394,2023-08-30,Retail,6940.17,84,769,33719,0.02,5.62,0,0
710409,2023-08-30,Retail,13064.96,60,719,33795,0.199,11.92,0,0
707667,2023-08-30,Retail,9087.15,60,614,27610,0.218,16.61,0,0
718795,2023-08-30,Corporativo,2335742.51,24,618,1270771,0.321,14.35,0,0
715111,2023-08-30,Retail,13900.6,84,732,40491,0.16,11.14,0,0
703854,2023-08-30,Retail,9652.21,48,715,36101,0.075,9.83,0,0
701419,2023-08-30,Corporativo,555944.84,36,674,878981,0.338,11.67,0,0
701940,2023-08-30,Retail,5607.94,60,593,30646,0.28,15.43,0,0
714951,2023-08-30,PYME,64683.8,36,612,203408,0.368,17.09,1,19121.27
713310,2023-08-31,Retail,6621.6,120,671,37635,0.151,12.07,0,0
718953,2023-08-31,Retail,14276.26,48,703,33592,0.267,13.03,0,0
709436,2023-08-31,Retail,20678.46,36,739,64088,0.02,8.72,0,0
717561,2023-08-31,PYME,146497.18,84,689,131401,0.319,13.32,0,0
708793,2023-08-31,PYME,51833.33,60,781,128543,0.02,6.93,0,0
700159,2023-08-31,PYME,85875.16,24,722,194709,0.129,7.01,0,0
717659,2023-08-31,Retail,14839.27,48,621,50250,0.271,17.07,0,0
711973,2023-08-31,Retail,34785.23,60,619,21328,0.223,13.48,0,0
704606,2023-08-31,PYME,108649.33,36,703,204461,0.038,11.39,0,0
704968,2023-08-31,Retail,18362.4,48,723,23042,0.209,10.3,0,0
708361,2023-08-31,PYME,228576.89,36,659,122110,0.122,13.64,0,0
703013,2023-08-31,PYME,171300.84,48,639,106488,0.339,16.25,0,0
706253,2023-08-31,Retail,7558.17,48,803,37628,0.224,7.49,0,0
700514,2023-08-31,Retail,6093.47,12,641,93506,0.305,13.88,0,0
702027,2023-08-31,Retail,20583.5,48,737,37077,0.224,9.98,0,0
715054,2023-08-31,PYME,113658.67,60,768,149538,0.112,9.08,0,0
701876,2023-08-31,Retail,13734.16,60,492,32369,0.445,20.6,1,2792.68
716420,2023-08-31,Corporativo,231862.56,24,673,1830206,0.02,11.52,0,0
702393,2023-08-31,Retail,20496.8,36,587,27154,0.381,16.81,1,3375.1
710511,2023-09-01,PYME,147684.04,48,702,184717,0.052,9.62,0,0
707675,2023-09-01,Retail,3727.8,36,642,177909,0.129,12.48,0,0
704504,2023-09-01,Retail,7666.66,12,658,35948,0.233,12.68,0,0
717595,2023-09-01,Retail,10959.61,36,670,50184,0.157,11.26,0,0
709257,2023-09-01,PYME,57718.42,12,655,100722,0.214,13.03,0,0
708014,2023-09-01,Retail,4755.36,12,826,54263,0.039,4.24,0,0
716657,2023-09-01,Retail,9003.52,84,762,20023,0.041,7.48,0,0
713230,2023-09-01,Retail,33454.82,24,604,38901,0.263,13.53,0,0
705262,2023-09-01,Retail,18538.33,24,850,19741,0.02,5.88,0,0
700762,2023-09-01,Retail,5586.32,36,735,70622,0.23,11.2,0,0
715698,2023-09-01,Retail,20945.42,60,748,43189,0.239,9.03,0,0
704173,2023-09-01,Retail,13855.31,36,697,74265,0.19,11.42,0,0
709350,2023-09-01,PYME,26505.17,36,781,68871,0.09,6.85,0,0
705827,2023-09-01,Retail,15551.16,36,689,47721,0.192,10.33,0,0
705976,2023-09-01,PYME,208133.64,24,720,264653,0.15,10.37,0,0
703581,2023-09-01,PYME,317673.05,60,650,242714,0.396,15.84,1,125136.26
709769,2023-09-01,Retail,7797.99,24,798,22229,0.137,6.73,0,0
708822,2023-09-01,PYME,83975.74,48,695,123990,0.084,9.23,0,0
710578,2023-09-01,Retail,9675.82,24,756,38895,0.255,8.51,0,0
712032,2023-09-01,PYME,135650.81,60,711,124327,0.327,10.3,1,110275.09
710564,2023-09-02,PYME,35283.77,60,566,121395,0.399,17.38,1,20428.95
713141,2023-09-02,Retail,6284.41,60,617,96664,0.143,14.7,0,0
711171,2023-09-02,PYME,110211.88,60,742,70629,0.11,8.02,0,0
700207,2023-09-02,PYME,82481.67,60,850,189833,0.02,3.82,0,0
719831,2023-09-02,Corporativo,472147.79,24,695,589679,0.202,11.44,0,0
702739,2023-09-02,Retail,16629.64,36,730,33022,0.29,9.71,0,0
713858,2023-09-02,Retail,11296.54,36,674,67553,0.212,13.88,0,0
706937,2023-09-02,Retail,11899.77,84,837,24173,0.02,4.53,0,0
711952,2023-09-02,Retail,12765.86,24,657,33811,0.216,12.31,0,0
701091,2023-09-02,PYME,62277.62,60,710,142324,0.02,7.95,0,0
704856,2023-09-02,Retail,5415.5,84,825,62199,0.047,4.65,0,0
701008,2023-09-02,PYME,30159.76,48,701,150964,0.2,10.09,1,19048.4
717218,2023-09-02,Retail,42692.01,36,733,23405,0.2,9.3,0,0
713446,2023-09-02,Corporativo,308336.78,120,551,1790870,0.295,16.62,1,292117.62
705700,2023-09-02,PYME,65999.52,60,762,83572,0.219,8.13,0,0
707454,2023-09-02,Corporativo,1731537.83,60,766,850302,0.105,9.08,0,0
709739,2023-09-02,PYME,207758.93,36,608,159755,0.234,12.54,0,0
708836,2023-09-02,PYME,36611.49,60,666,158334,0.31,11.31,0,0
713946,2023-09-03,PYME,57323.76,36,580,90180,0.3,17.45,0,0
702253,2023-09-03,Retail,15281.34,48,764,28908,0.125,9.61,0,0
706023,2023-09-03,PYME,152779.11,12,733,196965,0.085,7.01,0,0
705064,2023-09-03,Corporativo,1018184.13,60,775,651011,0.02,6.98,0,0
715565,2023-09-03,PYME,83864.44,12,780,171708,0.074,4.3,0,0
700310,2023-09-03,Retail,15204.96,24,643,45773,0.214,13.67,0,0
701749,2023-09-03,Retail,9090.89,24,740,58439,0.102,8.85,0,0
717401,2023-09-03,PYME,40453.41,60,679,68731,0.199,10.81,0,0
701787,2023-09-03,PYME,276759.59,24,718,139505,0.09,6.8,0,0
706606,2023-09-03,PYME,64919.05,36,616,249122,0.174,14.79,1,10946.81
716885,2023-09-04,Retail,9522.02,36,580,25865,0.334,16.99,0,0
710776,2023-09-04,PYME,167218.88,24,673,154667,0.115,12.13,0,0
712215,2023-09-04,Retail,25582.18,36,700,40898,0.191,11.49,1,7733.7
706381,2023-09-04,PYME,259509.12,60,769,83447,0.02,8.45,0,0
705079,2023-09-04,PYME,52449.58,48,653,186177,0.372,13.97,0,0
701880,2023-09-04,Retail,8511.61,36,765,27023,0.089,8.55,0,0
716111,2023-09-04,Retail,15683.47,60,688,27301,0.174,12.34,0,0
717097,2023-09-04,Retail,10949.03,60,749,61348,0.38,11.5,1,1301.67
711588,2023-09-04,Retail,3163.93,48,757,23517,0.192,10.48,0,0
708546,2023-09-04,PYME,84300.77,12,703,42332,0.12,7.5,0,0
715210,2023-09-04,PYME,194641.34,120,699,305867,0.188,12.77,0,0
717719,2023-09-04,Retail,15677.12,60,524,27747,0.378,20.71,1,14669.41
707148,2023-09-04,PYME,132571.68,48,688,208316,0.19,11.11,0,0
712462,2023-09-04,Retail,19643.99,36,693,32261,0.176,10.47,0,0
704297,2023-09-04,Retail,6582.22,60,660,20039,0.103,15.13,0,0
712175,2023-09-05,Retail,15728.11,84,727,21077,0.172,11.68,0,0
706954,2023-09-05,PYME,154798.38,24,643,202449,0.11,12.22,1,39679.19
719787,2023-09-05,PYME,188699.7,36,768,109680,0.084,8.61,0,0
704098,2023-09-05,PYME,372108.72,36,729,57625,0.312,13,0,0
708693,2023-09-05,Retail,6517.02,48,745,28046,0.164,8.67,0,0
716369,2023-09-05,Retail,17405.97,24,714,42353,0.129,9.82,0,0
701069,2023-09-05,Retail,13526.76,48,563,54354,0.269,16.83,1,4504.52
704035,2023-09-05,Retail,9148.36,12,752,54800,0.136,9.87,0,0
712910,2023-09-05,Retail,15040.62,84,680,46145,0.263,11.09,1,2587.4
712639,2023-09-05,Retail,4616.97,36,645,49164,0.169,13.56,0,0
709991,2023-09-05,Retail,4308.45,36,692,36284,0.166,10.86,1,1715.06
711102,2023-09-05,PYME,39432.16,36,680,226132,0.062,11.68,0,0
710218,2023-09-05,Retail,6139.19,120,559,30986,0.168,18.02,1,3853.31
716979,2023-09-05,Corporativo,1272656.18,84,546,543583,0.423,17.28,0,0
702261,2023-09-05,Corporativo,1307379.02,36,608,1361720,0.389,17.22,1,1281231.44
706719,2023-09-05,Retail,14750.71,36,530,50039,0.253,17.84,0,0
709547,2023-09-05,PYME,107005.42,84,644,109071,0.405,14.31,1,45089.02
706884,2023-09-05,Corporativo,394591.81,36,828,828945,0.077,5.7,0,0
706273,2023-09-05,Retail,19549.72,48,712,27187,0.083,8.11,0,0
709414,2023-09-06,PYME,126885.47,24,762,71793,0.168,8.33,0,0
716774,2023-09-06,Retail,19767.16,60,684,20493,0.244,11.59,0,0
709067,2023-09-06,Retail,16025.97,36,558,25671,0.192,16.61,0,0
710500,2023-09-06,Retail,10053.84,36,717,59891,0.177,12.36,0,0
703665,2023-09-06,Retail,8661.58,48,737,20378,0.131,8.7,0,0
706285,2023-09-06,Retail,8366.38,60,680,39551,0.322,14.1,0,0
706567,2023-09-06,Retail,13349.08,48,724,23775,0.155,8.76,0,0
717778,2023-09-06,Retail,26736.83,36,628,48819,0.243,15.44,1,18746.76
707145,2023-09-06,PYME,26922.44,24,641,168113,0.167,13.5,0,0
714478,2023-09-06,Retail,18391.46,84,669,35170,0.385,12.77,0,0
709021,2023-09-06,Corporativo,1081850.84,48,681,1037197,0.176,11.95,0,0
716122,2023-09-06,Retail,9785.71,24,797,49073,0.046,6.8,0,0
704861,2023-09-06,PYME,90010.5,12,564,52604,0.352,17.77,0,0
706926,2023-09-06,Retail,7595.64,48,717,36174,0.337,12.39,0,0
705164,2023-09-06,PYME,136304.98,48,766,218150,0.057,6.21,0,0
719990,2023-09-06,Retail,12317.32,36,683,27128,0.325,12.45,0,0
709986,2023-09-07,PYME,90433.93,48,769,291257,0.148,8.31,0,0
708293,2023-09-07,Retail,58832.03,48,755,66396,0.107,9.97,0,0
700007,2023-09-07,PYME,129776.75,12,786,79880,0.084,4.99,0,0
708712,2023-09-07,PYME,38968.84,60,590,322293,0.304,16.49,1,24110.52
705246,2023-09-07,Retail,7595.91,48,674,48205,0.02,10.27,1,4186.23
701916,2023-09-07,PYME,103525.8,36,653,83350,0.167,12.17,0,0
714222,2023-09-07,PYME,31345,84,678,130858,0.171,9.62,0,0
708737,2023-09-07,Retail,19926.92,36,584,29413,0.306,15.27,0,0
705757,2023-09-07,Retail,8648.52,36,715,49442,0.078,9.92,0,0
716875,2023-09-07,Retail,27460.29,24,633,33284,0.283,14.8,0,0
710203,2023-09-07,Retail,8968.33,60,676,28802,0.308,11.9,0,0
713768,2023-09-07,Retail,25469.16,24,639,27695,0.21,12.98,0,0
703843,2023-09-07,Retail,13065.2,36,670,50474,0.227,11.91,0,0
710847,2023-09-07,Retail,8199.26,84,723,28222,0.102,10.09,0,0
715543,2023-09-07,Retail,28315.69,120,724,26827,0.201,11.32,0,0
701244,2023-09-07,Retail,8731.3,36,718,80638,0.171,12.4,0,0
706065,2023-09-07,PYME,162766.12,36,639,97871,0.172,13.6,0,0
717716,2023-09-08,Retail,20089.49,84,606,68970,0.251,13.93,0,0
718955,2023-09-08,PYME,51565.34,12,700,58167,0.294,13.25,0,0
713707,2023-09-08,Retail,28495.07,12,587,30931,0.33,15.29,0,0
711230,2023-09-08,Retail,15347.82,36,714,33858,0.238,11.05,0,0
713333,2023-09-08,Retail,9150.35,48,686,59687,0.231,9.3,0,0
708832,2023-09-08,Retail,16328.16,48,668,78802,0.02,10.82,0,0
718295,2023-09-08,Corporativo,549175.1,60,710,1046321,0.196,11.62,0,0
711579,2023-09-08,Retail,6732.23,36,712,24525,0.072,9.37,0,0
700849,2023-09-08,Corporativo,272982.56,48,692,1388248,0.147,10.07,0,0
707871,2023-09-08,Retail,25043.89,48,634,41842,0.232,14.53,0,0
711812,2023-09-08,Corporativo,6387758.39,60,761,1243049,0.115,8.53,0,0
702826,2023-09-08,Retail,6440.88,60,674,34129,0.269,12.96,0,0
717321,2023-09-08,PYME,119453.07,60,672,82005,0.174,11.26,0,0
701845,2023-09-08,PYME,38207.45,12,672,132114,0.259,10.56,0,0
717968,2023-09-08,Retail,14732.01,48,637,74597,0.296,13.58,0,0
718627,2023-09-08,Retail,21757.45,48,594,83571,0.306,16.83,1,5029.64
716280,2023-09-08,Corporativo,1695595.04,36,695,1167545,0.225,14.2,0,0
714111,2023-09-08,Retail,23025.25,36,736,38189,0.236,9.07,0,0
712954,2023-09-08,PYME,68898.49,24,770,125858,0.181,9.14,0,0
709997,2023-09-09,Retail,31755.09,12,850,14312,0.172,5.51,0,0
715421,2023-09-09,Retail,4450.94,48,744,33434,0.143,11.53,0,0
707560,2023-09-09,PYME,48578.23,48,607,56815,0.162,15.81,0,0
711020,2023-09-09,Retail,6823.13,24,850,69574,0.096,3,0,0
707518,2023-09-09,Retail,13844.89,84,652,130993,0.314,13.2,1,3042.51
711270,2023-09-09,Retail,8673.49,60,763,28014,0.047,8.86,0,0
707018,2023-09-09,Retail,27660.59,24,785,45059,0.126,6.94,0,0
715982,2023-09-09,PYME,31127.54,24,623,149474,0.189,12.64,0,0
709591,2023-09-09,Retail,14702.58,48,648,19557,0.225,12.28,1,5697.18
717820,2023-09-09,PYME,48632.7,60,725,90748,0.229,9.57,0,0
706038,2023-09-09,Retail,37156.98,36,503,119491,0.493,21.64,1,16038.16
701903,2023-09-09,Retail,8068.96,48,731,41611,0.241,8,0,0
704459,2023-09-09,PYME,106172.44,36,739,65672,0.02,6.83,0,0
718781,2023-09-09,Corporativo,724251.72,36,649,1819517,0.063,12.99,0,0
709138,2023-09-09,Retail,6553.38,24,547,49392,0.267,16.77,0,0
710171,2023-09-09,Retail,9469.46,36,612,51147,0.258,13.67,0,0
714934,2023-09-09,PYME,139852.48,60,737,301816,0.09,8.36,0,0
705733,2023-09-09,PYME,27361.78,84,643,609874,0.362,13.98,0,0
704318,2023-09-09,PYME,174817.75,36,689,112842,0.231,11.54,1,171321.4
716995,2023-09-09,Retail,12761.47,24,705,24632,0.287,11.97,0,0
701566,2023-09-09,Retail,9641.56,12,658,11561,0.366,12.07,0,0
706007,2023-09-09,PYME,173396.83,60,641,95326,0.304,11.94,1,100744.62
704234,2023-09-09,Retail,9540.42,36,617,46887,0.486,16.21,0,0
716036,2023-09-09,Retail,19759.77,12,655,7680,0.243,10.02,0,0
718039,2023-09-10,Retail,16188.91,48,756,28669,0.116,8.55,0,0
709526,2023-09-10,Retail,6827.26,36,755,29771,0.352,8.77,0,0
712705,2023-09-10,PYME,38059.01,36,677,51730,0.227,12.7,0,0
708196,2023-09-10,PYME,214279.54,60,733,664805,0.177,10.49,0,0
707709,2023-09-10,PYME,254253.82,36,729,185164,0.089,8.02,0,0
714174,2023-09-10,Retail,10926.35,120,692,22364,0.084,8.8,0,0
703727,2023-09-10,Retail,19541.27,36,766,97727,0.02,5.14,0,0
712521,2023-09-10,Retail,5809.93,120,632,55513,0.379,13.86,1,2853.83
707302,2023-09-10,PYME,89823.53,36,639,111029,0.209,13.91,0,0
715362,2023-09-10,PYME,74398.59,48,714,88370,0.152,9.95,0,0
711646,2023-09-10,Retail,6769.87,36,735,30272,0.175,8.44,0,0
717622,2023-09-10,PYME,81077.08,48,702,93795,0.127,10.45,0,0
715491,2023-09-10,Retail,9990.87,36,608,41450,0.352,15.49,0,0
712470,2023-09-10,PYME,80771.49,12,631,111915,0.231,14.4,1,32727.08
707168,2023-09-11,Retail,9146.33,48,629,22883,0.188,11.4,1,4813.76
703872,2023-09-11,Retail,15793.28,60,723,38849,0.254,10.79,0,0
712549,2023-09-11,Retail,12979.26,120,667,29201,0.177,12.92,0,0
701187,2023-09-11,Corporativo,720015.57,60,763,304751,0.02,6.5,0,0
703811,2023-09-11,Retail,21895.52,60,701,70763,0.027,11.51,0,0
710375,2023-09-11,PYME,9905.12,84,746,97377,0.292,9.84,0,0
710939,2023-09-11,PYME,133010.14,60,627,146506,0.129,11.13,0,0
702696,2023-09-11,PYME,133912.02,48,767,119760,0.069,8.46,0,0
705272,2023-09-11,PYME,59277.93,36,684,59720,0.192,11.96,0,0
707646,2023-09-11,Retail,10386.94,48,581,69939,0.318,17.46,1,2574.12
700811,2023-09-11,Retail,25247.49,24,649,26622,0.158,12.67,0,0
701449,2023-09-11,Retail,17980.29,36,643,34477,0.226,11.75,0,0
709396,2023-09-11,Retail,8132.27,48,694,49453,0.087,8.6,0,0
702142,2023-09-11,PYME,215871.59,48,595,134231,0.349,15.19,1,153825.67
707740,2023-09-11,Retail,9961.24,36,695,59583,0.13,10.32,0,0
716286,2023-09-11,Retail,14400.58,36,749,125114,0.247,8.19,0,0
713720,2023-09-11,Retail,17226.62,48,698,11132,0.209,10.96,0,0
708980,2023-09-12,Retail,11793.78,36,693,20744,0.063,9.08,0,0
709161,2023-09-12,PYME,30873.45,60,712,119758,0.313,13.25,0,0
715144,2023-09-12,Retail,8643.45,60,771,24983,0.02,5.76,0,0
710580,2023-09-12,PYME,97001.92,24,491,95808,0.311,18.8,0,0
715271,2023-09-12,PYME,117008.74,24,589,138715,0.311,13.56,1,76091.51
706257,2023-09-12,Retail,24449.41,60,670,62472,0.267,13.7,0,0
715081,2023-09-12,Retail,16652.12,84,621,43656,0.32,13.96,1,10706.23
705538,2023-09-12,Retail,31733.57,36,772,33171,0.02,8.84,0,0
718381,2023-09-12,Retail,8273.79,48,742,43809,0.18,11.33,1,2238.21
716375,2023-09-12,PYME,68857.29,60,601,112869,0.216,15.29,0,0
715269,2023-09-12,Retail,7461.24,36,779,42381,0.108,5.87,0,0
716462,2023-09-12,Retail,14723.74,24,695,47465,0.227,10.53,0,0
705801,2023-09-12,Retail,27175.35,36,577,41721,0.176,15.1,0,0
703031,2023-09-12,Retail,9243.76,84,729,16909,0.296,10.45,1,5153.44
719081,2023-09-12,Retail,17130.22,24,784,16175,0.116,6.68,0,0
715218,2023-09-12,Retail,10796.93,24,761,23194,0.03,8.27,0,0
710574,2023-09-13,PYME,55647.27,48,619,138996,0.349,17.62,0,0
714649,2023-09-13,PYME,62973.76,36,659,126916,0.194,13.63,0,0
711442,2023-09-13,Retail,11357.78,60,671,33830,0.172,12.61,0,0
706207,2023-09-13,Retail,19936.18,60,748,19824,0.069,8.61,0,0
717155,2023-09-13,Retail,5547.63,84,572,24968,0.182,15.72,0,0
711295,2023-09-13,PYME,101565.6,84,820,196179,0.026,4.6,0,0
704799,2023-09-13,PYME,256679.62,12,680,559319,0.223,12.23,0,0
710259,2023-09-13,PYME,86037.19,36,737,202890,0.18,9.03,0,0
715872,2023-09-13,Retail,8076.42,24,683,31765,0.314,13.71,0,0
704590,2023-09-13,Retail,9209.95,48,791,48766,0.105,7.28,0,0
711864,2023-09-13,Retail,13528.39,24,765,33455,0.085,7.8,0,0
703650,2023-09-13,Retail,9335.77,36,675,72472,0.166,11.88,0,0
716958,2023-09-13,PYME,153676.65,84,637,185967,0.166,13.09,0,0
717342,2023-09-13,Retail,18892.64,84,671,23094,0.123,11.17,0,0
703392,2023-09-13,Corporativo,203446.41,60,639,3166329,0.269,13.5,0,0
712101,2023-09-13,Retail,12363.97,60,605,37086,0.325,17.31,0,0
719906,2023-09-13,Retail,10465.75,12,704,66000,0.269,11.95,1,6411.84
702344,2023-09-13,PYME,32684.73,36,514,232183,0.321,18.42,0,0
707374,2023-09-13,Retail,19707.09,48,647,23137,0.321,14.94,0,0
708485,2023-09-13,PYME,100625.82,24,685,307455,0.221,11.62,0,0
718585,2023-09-13,Retail,12598.31,36,761,89472,0.059,7.38,0,0
701593,2023-09-13,Retail,13862.69,48,681,27862,0.202,12.86,0,0
713327,2023-09-13,Retail,8195.76,36,811,32119,0.067,6.04,0,0
706999,2023-09-14,PYME,92237.66,36,752,102777,0.128,9.4,0,0
705484,2023-09-14,PYME,296756.66,84,700,120966,0.042,10.23,0,0
709508,2023-09-14,PYME,97907.19,48,850,142386,0.051,3,0,0
704944,2023-09-14,Retail,18642.38,24,653,32748,0.28,10.94,0,0
705809,2023-09-14,PYME,63504.65,36,664,87024,0.16,13.75,0,0
708912,2023-09-14,PYME,48069.13,60,733,108378,0.313,10.61,0,0
703002,2023-09-14,Retail,12401.88,60,732,21928,0.169,12.01,0,0
704694,2023-09-14,Retail,21270.3,36,670,19046,0.351,13.59,1,13249.6
719244,2023-09-14,Retail,8341.6,48,711,45339,0.048,7.33,0,0
708525,2023-09-14,PYME,63300.77,60,660,252151,0.208,10.93,0,0
711247,2023-09-14,Retail,17645.46,24,647,58155,0.256,14.05,0,0
710802,2023-09-14,Retail,20061.11,48,842,23457,0.066,4.41,0,0
714584,2023-09-14,PYME,127272.1,84,805,94291,0.106,6.74,0,0
713696,2023-09-14,Retail,12172.65,48,596,31302,0.189,14.39,0,0
719915,2023-09-14,PYME,300985.56,36,750,138707,0.052,8,0,0
706094,2023-09-14,Corporativo,3411124.13,84,708,1490282,0.034,9.76,0,0
706067,2023-09-14,Retail,5642.87,24,651,35281,0.186,11.82,0,0
707483,2023-09-15,PYME,48544.02,12,685,158168,0.234,9.95,1,33383.17
719500,2023-09-15,PYME,62437.94,84,672,102492,0.069,13.56,0,0
715528,2023-09-15,Retail,6114.72,84,737,32124,0.063,8.92,0,0
703873,2023-09-15,Retail,16180.58,36,680,41342,0.19,9.73,0,0
718571,2023-09-15,Retail,10955.69,48,692,21401,0.195,11.83,1,3649.73
707322,2023-09-15,Retail,9615.53,36,628,41552,0.238,15.97,0,0
718426,2023-09-15,Corporativo,323499.31,60,496,900833,0.432,19.26,1,171193.61
713217,2023-09-15,Retail,13589.71,36,791,56411,0.02,4.9,0,0
708027,2023-09-15,PYME,73520.52,36,526,204762,0.381,18.99,0,0
703937,2023-09-15,PYME,76512.11,36,762,228293,0.138,8.74,0,0
717892,2023-09-15,Corporativo,1649310.14,120,763,814984,0.194,7.44,0,0
706535,2023-09-15,Retail,8032.67,48,757,55943,0.144,9.19,0,0
701904,2023-09-15,Retail,4529.65,24,579,76729,0.156,12.86,1,1103.82
706049,2023-09-15,Retail,9620.48,12,612,46792,0.282,17.4,0,0
706628,2023-09-15,Retail,13992.44,60,732,41031,0.222,9.37,0,0
718344,2023-09-15,PYME,27170.56,84,850,240339,0.02,4.85,0,0
703971,2023-09-15,Retail,32110.71,48,652,40331,0.273,12.68,1,6122.46
712485,2023-09-15,PYME,180353.01,36,716,132052,0.247,10.44,0,0
705932,2023-09-15,Retail,16965.5,36,671,44313,0.229,13.18,1,3883.42
707847,2023-09-15,Retail,10720.05,120,678,50816,0.239,14.02,0,0
708890,2023-09-15,PYME,111427.83,24,733,199446,0.258,10.72,0,0
719675,2023-09-16,Retail,17100.66,48,745,46651,0.02,8.06,0,0
706654,2023-09-16,Retail,12218.3,60,575,49714,0.265,16.11,0,0
719308,2023-09-16,PYME,20168.5,120,770,181957,0.027,5.72,0,0
711371,2023-09-16,Retail,15742.09,84,659,19449,0.189,12.38,0,0
706754,2023-09-16,Retail,10447.39,48,813,41150,0.153,8.27,0,0
706028,2023-09-16,Corporativo,2176530.41,12,708,963679,0.16,12.66,0,0
716740,2023-09-16,PYME,204715.36,60,645,352832,0.095,13.46,0,0
703423,2023-09-16,Retail,14892.13,36,649,53402,0.212,12.37,1,9121.34
709576,2023-09-16,Retail,17939.08,24,649,30992,0.297,14.98,0,0
705119,2023-09-16,Retail,3800.3,48,534,47454,0.335,19.36,1,1747.87
711906,2023-09-16,Retail,8960.47,84,790,33672,0.289,6.77,0,0
701253,2023-09-16,Retail,9247.62,48,602,30878,0.279,15.55,1,2752.87
703467,2023-09-16,Retail,8511.77,84,775,34384,0.066,5.19,0,0
713154,2023-09-17,PYME,54360.91,120,849,110633,0.176,5.85,0,0
714232,2023-09-17,PYME,24083.46,48,641,64123,0.174,14.42,0,0
718658,2023-09-17,Retail,12346.14,48,591,47808,0.25,15.56,1,8008.15
701155,2023-09-17,Retail,5664.98,36,775,38075,0.02,5.08,0,0
700903,2023-09-17,Retail,4810.91,24,750,39306,0.192,9.6,0,0
701177,2023-09-17,Retail,9606.17,12,721,102959,0.271,11.55,0,0
717869,2023-09-17,PYME,37946.99,24,466,163861,0.503,23.5,0,0
712139,2023-09-17,PYME,214336.31,36,654,156785,0.352,14.37,0,0
713842,2023-09-17,PYME,74782.29,84,649,120493,0.232,14.6,0,0
706837,2023-09-17,PYME,269509.37,48,746,119245,0.311,11.81,0,0
710561,2023-09-17,Retail,34538.03,120,678,79433,0.167,14.68,0,0
718214,2023-09-17,PYME,124245.14,48,788,159165,0.02,6.79,0,0
706097,2023-09-17,Retail,17144.04,48,718,63118,0.224,10.66,0,0
717214,2023-09-17,Retail,16504.46,36,617,30829,0.311,14.1,0,0
701656,2023-09-18,Retail,21196.48,84,760,46801,0.05,8.12,0,0
701358,2023-09-18,PYME,122227.12,48,680,101439,0.101,12.68,0,0
719856,2023-09-18,PYME,65633.33,120,677,376479,0.268,11.8,0,0
702550,2023-09-18,Retail,22060.41,36,838,55166,0.093,5.88,0,0
705025,2023-09-18,Retail,7186.42,24,680,61901,0.236,13.19,0,0
703415,2023-09-18,Retail,11033.04,24,648,10130,0.289,14.23,1,3967.17
705996,2023-09-18,Retail,5945.24,120,579,28314,0.287,17.38,0,0
707440,2023-09-18,PYME,69889.97,36,702,145654,0.045,10.42,0,0
717173,2023-09-18,Retail,10571.76,84,783,49544,0.226,8.45,1,9676.45
700057,2023-09-18,Retail,14868.46,48,650,33567,0.274,16.02,1,8922.12
707447,2023-09-18,Retail,33328.52,120,624,14372,0.336,16.83,0,0
708904,2023-09-18,Corporativo,434519.51,12,615,264635,0.138,12.51,0,0
715959,2023-09-18,Retail,23846.05,60,647,49553,0.352,12.9,0,0
710239,2023-09-18,Retail,18874.01,36,780,56715,0.127,8.24,0,0
704426,2023-09-18,Retail,7511.24,48,672,41682,0.301,13.54,0,0
704027,2023-09-18,PYME,42375.8,48,743,258037,0.154,10.29,0,0
711900,2023-09-18,Retail,13374.31,84,712,40910,0.241,11.07,0,0
703672,2023-09-18,Retail,7065.95,48,705,11443,0.138,9.83,0,0
713206,2023-09-18,Retail,11967.2,60,684,14528,0.152,9.89,0,0
709326,2023-09-18,Retail,22409.09,36,655,62232,0.139,9.85,0,0
719228,2023-09-18,PYME,369371.87,24,656,80122,0.273,12.12,0,0
706825,2023-09-18,Retail,25971.61,24,675,26340,0.333,14.69,0,0
707279,2023-09-19,PYME,126454.17,60,592,214029,0.282,16.13,0,0
708286,2023-09-19,Retail,5687.77,84,687,68427,0.135,12.51,1,1350.68
712660,2023-09-19,Corporativo,434301.4,48,663,1269238,0.294,14.28,0,0
700466,2023-09-19,PYME,249504.01,48,682,226432,0.177,11.25,0,0
714911,2023-09-19,Retail,35501.11,36,724,31942,0.25,7.71,0,0
706484,2023-09-19,Corporativo,5351642.59,12,703,1827578,0.16,8.82,0,0
712323,2023-09-19,Retail,9511.05,120,743,37303,0.136,8.25,0,0
714804,2023-09-19,Retail,11253.46,48,717,53623,0.335,11.01,0,0
714892,2023-09-19,Retail,11585.87,24,708,17237,0.23,9.72,0,0
718071,2023-09-19,Corporativo,1998907.71,48,691,364403,0.183,10.59,0,0
719377,2023-09-19,Corporativo,3986447.75,36,722,1378482,0.193,9.85,1,2637322.74
716991,2023-09-19,Retail,13617.49,48,647,32546,0.194,12.26,0,0
717368,2023-09-19,Retail,7380.47,84,684,39006,0.101,11.4,0,0
719510,2023-09-19,Retail,5350.44,48,788,30881,0.051,6.31,0,0
711440,2023-09-19,Retail,10557.26,36,735,31883,0.217,10.35,0,0
718834,2023-09-19,Retail,7116.95,24,716,29015,0.036,9.58,0,0
709875,2023-09-19,Retail,9067.14,36,807,45838,0.06,5.69,0,0
